OI番号,原文,日時,ClaudeセッションID,発言種別,対応録画JSON,報告BUILD,原因,修正BUILD,修正commit,回帰テスト名,現在の判定,備考
OI-236,さきほど守備の動き方を勉強したのではなかったですか？,2026-08-04T13:02:00+09:00（推定・本文ヘッダより）,UNKNOWN（本文類似候補はあるが日時不一致のため不採用）,UNKNOWN,UNKNOWN（本文に録画言及なし）,UNKNOWN,第7陣の学習（前進守備・カットオフ）が実プレーの改善に届いていなかったことの指摘。要検証。,UNKNOWN,UNKNOWN（コード側diffにOI番号の追記行なし。記録欄の内容から人間が対応commitを推定する必要あり）,UNKNOWN,Fable=対象外 / Sol=部分解決,文書(charter/master)への言及commit: 07513995
OI-237,ツーベースの時、ライトが打球を追っている途中でなぜか不自然にボールを追いかけるのを一瞬やめた,2026-08-05T11:16:00+09:00（推定・本文ヘッダより）,UNKNOWN,UNKNOWN,野球ゲーム記録_20260805_105253.json,b0804-33,UNKNOWN（記録欄なし＝未対応 or 要望・質問系）,UNKNOWN,UNKNOWN（コード側diffにOI番号の追記行なし。記録欄の内容から人間が対応commitを推定する必要あり）,UNKNOWN,Fable=判定不能 / Sol=未解決 / Ultra=所見18,文書(charter/master)への言及commit: 07513995
OI-238,セカンドごろでセカンドランナーが三塁に走っていたのにセカンドが打球をとった瞬間に勝手にセカンドに戻り始めた,2026-08-05T11:16:00+09:00（推定・本文ヘッダより）,UNKNOWN,UNKNOWN,野球ゲーム記録_20260805_105253.json,b0804-33,UNKNOWN（記録欄なし＝未対応 or 要望・質問系）,b0805-01,07513995 （最新: 2026-08-05T12:39:38+09:00）,test12_走者の行き先が捕球の瞬間に反転しないか,Fable=未解決 / Sol=退行 / Ultra=所見16,文書(charter/master)への言及commit: 07513995
OI-239,やはり今まで修正した問題が大量に再発しているので、今までの野球ゲーム作成セッションの履歴をすべて参照し、私の指摘をすべて一つのmdファイルにまとめ、それらが本当に解決されているか改めてfableとsol proまたはultraそれぞれにレビューさせてください,2026-08-05T11:16:00+09:00（推定・本文ヘッダより）,UNKNOWN,UNKNOWN,UNKNOWN（本文に録画言及なし）,UNKNOWN,本文書。**「再発への問い」としては OI-063（7/31）・OI-182（8/4）・OI-209（8/4）に続く4回目**。,UNKNOWN,UNKNOWN（コード側diffにOI番号の追記行なし。記録欄の内容から人間が対応commitを推定する必要あり）,UNKNOWN,Fable=対象外 / Sol=解決,文書(charter/master)への言及commit: 07513995
OI-240,サードのほうが近かったのにショートがゴロをおいかけたせいでひっとになった,2026-08-05T11:03:00+09:00（推定・本文ヘッダより）,UNKNOWN,UNKNOWN,野球ゲーム記録_20260805_110336.json,b0804-33,UNKNOWN（記録欄なし＝未対応 or 要望・質問系）,b0805-06,2c9bd801 （最新: 2026-08-05T15:50:55+09:00）,UNKNOWN,Fable=未解決 / Sol=未解決 / Ultra=所見19,文書(charter/master)への言及commit: 07513995; a71e3143; 22362508; fb4937df; 1dcaf11a; dbf2604b
OI-241,私が守備の時に内野手が最短経路ではなく無駄に回り込んでボールをとるせいで、ヒットが増えています,2026-08-05T12:04:00+09:00（推定・本文ヘッダより）,UNKNOWN,UNKNOWN,野球ゲーム記録_20260805_120407.json,b0804-33,UNKNOWN（記録欄なし＝未対応 or 要望・質問系）,b0805-06,2c9bd801 （最新: 2026-08-05T15:50:55+09:00）,UNKNOWN,Fable=未解決 / Ultra=所見19,文書(charter/master)への言及commit: 07513995
OI-242,セカンドでアウトが狙えたはずなのにファーストに投げました,2026-08-05T16:07:00+09:00（推定・本文ヘッダより）,UNKNOWN,UNKNOWN,野球ゲーム記録_20260805_160717.json,b0805-06,UNKNOWN（記録欄なし＝未対応 or 要望・質問系）,UNKNOWN,UNKNOWN（コード側diffにOI番号の追記行なし。記録欄の内容から人間が対応commitを推定する必要あり）,UNKNOWN,Ultra=所見19,文書(charter/master)への言及commit: a71e3143
OI-243,無駄なスライディングで時間を食い二塁に進まれました,2026-08-05T16:07:00+09:00（推定・本文ヘッダより）,UNKNOWN,UNKNOWN,野球ゲーム記録_20260805_160755.json,b0805-06,UNKNOWN（記録欄なし＝未対応 or 要望・質問系）,UNKNOWN,UNKNOWN（コード側diffにOI番号の追記行なし。記録欄の内容から人間が対応commitを推定する必要あり）,UNKNOWN,UNKNOWN（3レビューいずれも本OI番号を直接判定していない）,文書(charter/master)への言及commit: a71e3143
OI-244,このような三塁線の打球は球場のオブジェクトが邪魔で見えないので修正してほしいです,2026-08-05T16:07:00+09:00（推定・本文ヘッダより）,UNKNOWN,UNKNOWN,UNKNOWN（本文に録画言及なし）,UNKNOWN,UNKNOWN（記録欄なし＝未対応 or 要望・質問系）,UNKNOWN,UNKNOWN（コード側diffにOI番号の追記行なし。記録欄の内容から人間が対応commitを推定する必要あり）,UNKNOWN,UNKNOWN（3レビューいずれも本OI番号を直接判定していない）,文書(charter/master)への言及commit: a71e3143
OI-245,ピッチャーの投球時のモーションが人間と全然違う不自然な動きなので修正してほしいです,2026-08-05T16:08:00+09:00（推定・本文ヘッダより）,UNKNOWN,UNKNOWN,UNKNOWN（本文に録画言及なし）,UNKNOWN,UNKNOWN（記録欄なし＝未対応 or 要望・質問系）,UNKNOWN,UNKNOWN（コード側diffにOI番号の追記行なし。記録欄の内容から人間が対応commitを推定する必要あり）,UNKNOWN,UNKNOWN（3レビューいずれも本OI番号を直接判定していない）,文書(charter/master)への言及commit: a71e3143
OI-246,外野手は内野手のようにしゃがまないですし、しゃがむ動作自体もこんなに時間がかからないかつ変なので直してほしいです,2026-08-05T16:09:00+09:00（推定・本文ヘッダより）,UNKNOWN,UNKNOWN,野球ゲーム記録_20260805_160954.json,b0805-06,UNKNOWN（記録欄なし＝未対応 or 要望・質問系）,UNKNOWN,UNKNOWN（コード側diffにOI番号の追記行なし。記録欄の内容から人間が対応commitを推定する必要あり）,UNKNOWN,UNKNOWN（3レビューいずれも本OI番号を直接判定していない）,文書(charter/master)への言及commit: a71e3143
OI-247,不用意に本塁に投げるとバッターに二塁に進まれるため、本塁ギリギリじゃないタイミングは中継をはさむようにしてほしいです,2026-08-05T16:15:00+09:00（推定・本文ヘッダより）,UNKNOWN,UNKNOWN,野球ゲーム記録_20260805_161521.json,b0805-06,UNKNOWN（記録欄なし＝未対応 or 要望・質問系）,b0805-08,22362508 （最新: 2026-08-05T16:19:27+09:00）,UNKNOWN,UNKNOWN（3レビューいずれも本OI番号を直接判定していない）,文書(charter/master)への言及commit: 22362508
OI-248,二塁にベースカバーが入らなくて送球が点々としていたのでちゃんとベースカバーが動くように修正して,2026-08-05T16:15:00+09:00（推定・本文ヘッダより）,UNKNOWN,UNKNOWN,野球ゲーム記録_20260805_161521.json,b0805-06,UNKNOWN（記録欄なし＝未対応 or 要望・質問系）,UNKNOWN,UNKNOWN（コード側diffにOI番号の追記行なし。記録欄の内容から人間が対応commitを推定する必要あり）,UNKNOWN,UNKNOWN（3レビューいずれも本OI番号を直接判定していない）,文書(charter/master)への言及commit: 22362508
OI-249,外野フライで外野が必ずジャンプしてフライを補給するので修正して,2026-08-05T16:4x:00+09:00（推定・本文ヘッダより）,UNKNOWN,UNKNOWN,UNKNOWN（本文に録画言及なし）,UNKNOWN,UNKNOWN（記録欄なし＝未対応 or 要望・質問系）,b0805-08,fb4937df; 1dcaf11a （最新: 2026-08-05T16:32:44+09:00）,UNKNOWN,UNKNOWN（3レビューいずれも本OI番号を直接判定していない）,文書(charter/master)への言及commit: fb4937df; 1dcaf11a
OI-250,自分の頭の上の打球なのになぜか下に飛び込んで捕球しています,2026-08-05T16:28:00+09:00（推定・本文ヘッダより）,UNKNOWN,UNKNOWN,野球ゲーム記録_20260805_162827.json,b0805-08,UNKNOWN（記録欄なし＝未対応 or 要望・質問系）,b0805-08,1dcaf11a （最新: 2026-08-05T16:32:44+09:00）,UNKNOWN,UNKNOWN（3レビューいずれも本OI番号を直接判定していない）,文書(charter/master)への言及commit: 1dcaf11a
OI-251,ライナーなのにゴロ判定になっています,2026-08-05T16:28:00+09:00（推定・本文ヘッダより）,UNKNOWN,UNKNOWN,野球ゲーム記録_20260805_162827.json,b0805-08,UNKNOWN（記録欄なし＝未対応 or 要望・質問系）,UNKNOWN,UNKNOWN（コード側diffにOI番号の追記行なし。記録欄の内容から人間が対応commitを推定する必要あり）,UNKNOWN,UNKNOWN（3レビューいずれも本OI番号を直接判定していない）,文書(charter/master)への言及commit: 1dcaf11a; dbf2604b
OI-252,（オーナー「何かおかしなところはありませんか？」に対するCCの機械精査で発見）,2026-08-05T17:26:00+09:00（推定・本文ヘッダより）,UNKNOWN,UNKNOWN,野球ゲーム記録_20260805_172610.json,b0805-08,UNKNOWN（記録欄なし＝未対応 or 要望・質問系）,b0805-08,dbf2604b （最新: 2026-08-05T17:29:41+09:00）,UNKNOWN,Ultra=所見19,文書(charter/master)への言及commit: dbf2604b
OI-253,UNKNOWN,2026-08-05T17:26:00+09:00（推定・本文ヘッダより）,UNKNOWN,UNKNOWN,野球ゲーム記録_20260805_172610.json,b0805-08,UNKNOWN（記録欄なし＝未対応 or 要望・質問系）,UNKNOWN,UNKNOWN（コード側diffにOI番号の追記行なし。記録欄の内容から人間が対応commitを推定する必要あり）,UNKNOWN,UNKNOWN（3レビューいずれも本OI番号を直接判定していない）,文書(charter/master)への言及commit: dbf2604b
